id_client,nb_jours_abonne,duree_appel_jour(minutes),nb_appel_jour,cout_appel_jour,duree_appel_soiree(minutes),nb_appel_soiree,cout_appel_soiree,duree_appel_nuit(minutes),nb_appel_nuit,cout_appel_nuit,duree_appel_inter(minutes),nb_appel_inter,cout_appel_inter,active_msg_vocaux,nb_msg_vocaux,nb_reclamation,churn
 329-4175,135,241.4,102,41.04,206.4,78,17.54,196.6,104,8.85,9.4,6,2.54, yes,45,0, False.
 348-3694,79,174.8,88,29.72,197,94,16.75,87,103,3.92,8.6,6,2.32, no,0,3, False.
 368-5606,133,171.8,64,29.21,177.1,83,15.05,223,96,10.04,10.3,4,2.78, no,0,1, False.
 403-7877,76,190.8,58,32.44,221.9,101,18.86,211.2,104,9.5,12.3,4,3.32, yes,37,1, False.
 333-1633,216,212.3,106,36.09,191.1,71,16.24,224.9,79,10.12,9.4,8,2.54, no,0,3, False.
 418-7248,73,159,123,27.03,233.3,95,19.83,178.9,155,8.05,15.2,3,4.1, no,0,2, False.
 409-4681,183,178.4,103,30.33,184.4,79,15.67,203.3,94,9.15,7.2,3,1.94, yes,38,3, False.
 394-5644,106,222.1,123,37.76,276.8,92,23.53,213.5,99,9.61,9,3,2.43, no,0,0, False.
 349-6098,78,238.9,96,40.61,196.1,92,16.67,102.4,95,4.61,11,1,2.97, no,0,6, False.
 396-4269,109,101.8,105,17.31,348.9,107,29.66,233.2,150,10.49,7.5,5,2.03, no,0,1, False.
 420-6843,90,190,98,32.3,196.1,111,16.67,216.4,58,9.74,8,6,2.16, no,0,2, False.
 398-5465,112,120,94,20.4,79.5,104,6.76,214,94,9.63,8.7,1,2.35, yes,17,1, False.
 354-4763,92,145.9,90,24.8,148.1,105,12.59,241.3,93,10.86,8.4,1,2.27, no,0,2, False.
 351-6644,35,179.8,82,30.57,176.1,78,14.97,132.6,85,5.97,12,5,3.24, no,0,1, False.
 397-8771,28,225.7,70,38.37,206.9,90,17.59,167.9,88,7.56,13.8,3,3.73, no,0,1, False.
 398-3969,93,199.7,109,33.95,114.2,68,9.71,241,109,10.85,7.1,2,1.92, no,0,0, False.
 384-7156,26,150,63,25.5,225,90,19.13,202.3,99,9.1,9.2,5,2.48, no,0,3, False.
 396-3744,33,247.1,114,42.01,146.5,110,12.45,208.9,94,9.4,10.6,2,2.86, no,0,4, True.
 333-1826,120,215.7,75,36.67,244.4,105,20.77,211.2,91,9.5,11.4,5,3.08, no,0,2, False.
 360-8501,124,94.8,102,16.12,238.9,91,20.31,279.4,94,12.57,11.6,3,3.13, no,0,2, False.
 350-5398,56,79.3,115,13.48,159,64,13.52,245.7,99,11.06,10.1,4,2.73, no,0,1, False.
 354-2301,39,157.2,81,26.72,247.7,131,21.05,215.7,141,9.71,9.9,9,2.67, no,0,1, False.
 328-9030,158,119.8,123,20.37,262.2,122,22.29,219.8,111,9.89,12.4,5,3.35, no,0,1, False.
 405-5431,106,170.6,116,29,259.1,115,22.02,214.2,111,9.64,9.6,13,2.59, no,0,1, False.
 379-9498,52,229.1,86,38.95,168.7,124,14.34,245.4,75,11.04,14.6,2,3.94, yes,24,1, False.
 418-1678,112,135.1,112,22.97,226.3,85,19.24,115.2,108,5.18,11.1,6,3, no,0,1, False.
 373-1437,148,136.8,112,23.26,197.5,134,16.79,93.2,90,4.19,10.3,5,2.78, no,0,2, False.
 376-2803,12,239.7,112,40.75,221.1,122,18.79,207.3,109,9.33,11.1,3,3, no,0,2, False.
 412-8992,109,159.6,136,27.13,151,126,12.84,142.1,53,6.39,7.3,4,1.97, no,0,4, True.
 334-6492,142,231.2,125,39.3,174.8,121,14.86,171.2,87,7.7,12.4,2,3.35, yes,38,4, False.
 364-8778,60,203.7,95,34.63,212.6,122,18.07,177.1,103,7.97,7.9,1,2.13, no,0,3, False.
 421-9683,141,157.8,122,26.83,132.3,108,11.25,137.1,81,6.17,5.6,2,1.51, yes,43,2, False.
 407-5054,168,160.6,110,27.3,185.2,120,15.74,120.2,104,5.41,9.1,4,2.46, no,0,1, True.
 411-2289,138,261.1,96,44.39,170.9,120,14.53,71.1,89,3.2,0,0,0, no,0,3, True.
 359-2149,88,138.7,92,23.58,205.8,73,17.49,247.9,119,11.16,9.8,5,2.65, no,0,1, False.
 369-1757,119,226.6,126,38.52,143.6,107,12.21,94.9,123,4.27,12.1,5,3.27, no,0,1, False.
 387-5176,31,229.1,120,38.95,172.4,79,14.65,243.6,102,10.96,11,4,2.97, no,0,3, False.
 408-7260,102,157.4,83,26.76,47.3,102,4.02,160.4,92,7.22,11.4,5,3.08, no,0,0, False.
 420-3480,149,185.6,109,31.55,167.3,89,14.22,171.6,100,7.72,10.7,3,2.89, yes,25,1, True.
 343-5445,138,217.2,73,36.92,190.8,127,16.22,133.5,97,6.01,5.2,3,1.4, no,0,4, False.
 352-7986,118,183.1,128,31.13,241,93,20.49,211.1,108,9.5,12.5,4,3.38, no,0,0, False.
 372-2527,222,218.5,89,37.15,160.7,76,13.66,181.6,76,8.17,4.9,5,1.32, yes,34,4, False.
 412-2578,130,143.8,76,24.45,274.8,103,23.36,194.7,105,8.76,12.3,1,3.32, no,0,0, False.
 379-2554,60,223.6,83,38.01,235.6,77,20.03,153,119,6.89,4.7,8,1.27, yes,31,4, False.
 380-7206,,189.1,104,32.15,313.9,124,26.68,227.9,128,10.26,8.2,2,2.21, no,0,1, False.
 333-5541,140,143,100,24.31,193.4,89,16.44,59.5,81,2.68,12.3,8,3.32, no,0,4, True.
 411-2995,101,147.2,105,25.02,168.8,96,14.35,165.3,118,7.44,13,4,3.51, yes,39,1, False.
 411-3547,134,224,75,38.08,97.5,103,8.29,211.6,80,9.52,10.7,5,2.89, yes,32,2, False.
 370-6858,88,132.9,132,22.59,208.2,82,17.7,260.5,42,11.72,14.4,11,3.89, no,0,2, True.
 416-5528,118,160.3,110,27.25,53.2,92,4.52,130.7,119,5.88,10.5,4,2.84, no,0,0, False.
 329-9685,93,213.8,103,36.35,257.7,72,21.9,218.4,114,9.83,7.2,6,1.94, yes,21,1, False.
 364-3035,232,248.2,128,42.19,211.2,96,17.95,147.1,117,6.62,10,6,2.7, no,0,2, False.
 384-7646,137,174.6,88,29.68,243.8,118,20.72,259.7,103,11.69,12.2,3,3.29, yes,25,3, False.
 329-3501,3,205.5,102,34.94,209.5,83,17.81,182.3,99,8.2,6.4,4,1.73, yes,23,0, False.
 418-2068,137,209.1,104,35.55,189.4,96,16.1,214.4,83,9.65,14.8,4,4, no,0,3, False.
 364-7547,42,251.1,81,42.69,178.3,106,15.16,184.6,90,8.31,12.7,5,3.43, no,0,0, False.
 359-1487,58,187.6,113,31.89,217.4,115,18.48,139.7,92,6.29,9.8,5,2.65, no,0,3, False.
 390-2383,233,137.3,94,23.34,232.4,87,19.75,206,105,9.27,9.8,4,2.65, no,0,1, False.
 368-8579,55,197.5,89,33.58,228.7,141,19.44,313.4,121,14.1,19.7,2,5.32, yes,37,1, False.
 366-8322,69,221.6,88,37.67,231.8,87,19.7,211.7,116,9.53,8.6,9,2.32, no,0,1, False.
 373-7819,100,200.7,151,34.12,290.8,127,24.72,186.7,105,8.4,10.2,9,2.75, no,0,1, False.
 418-1655,111,226.3,82,38.47,178.9,101,15.21,181.5,90,8.17,8.9,4,2.4, no,0,0, False.
 380-6554,86,212.8,79,36.18,90.9,145,7.73,152.3,67,6.85,11.9,3,3.21, no,0,2, False.
 411-7944,105,213.3,99,36.26,153.1,79,13.01,227.9,98,10.26,10.8,5,2.92, no,0,1, False.
 365-4106,111,177.1,102,30.11,249.1,102,21.17,153.3,66,6.9,8.8,4,2.38, no,0,2, False.
 368-7933,75,229.2,59,38.96,142.8,107,12.14,291.6,109,13.12,8.5,5,2.3, no,0,0, False.
 372-6246,95,129.4,120,22,159.8,68,13.58,214.4,83,9.65,12.6,4,3.4, yes,24,4, True.
 348-6721,137,203.1,97,34.53,132,76,11.22,250.9,94,11.29,9.2,4,2.48, no,0,4, False.
 406-5281,116,232.2,98,39.47,244.7,91,20.8,151.3,69,6.81,10.6,1,2.86, no,0,7, True.
 386-3025,125,138.5,96,23.55,159.7,117,13.57,212.7,91,9.57,7.7,3,2.08, no,0,2, False.
 351-4517,65,189.3,74,32.18,205.3,90,17.45,228.2,78,10.27,8.5,13,2.3, no,0,3, False.
 350-4256,55,141,99,23.97,250.9,109,21.33,284.6,89,12.81,11.7,3,3.16, yes,33,0, False.
 392-4995,86,118.6,106,20.16,223.5,115,19,94.7,12,4.26,13.3,1,3.59, no,0,2, False.
 367-3275,100,254.2,97,43.21,262,88,22.27,256.3,82,11.53,13.6,6,3.67, no,0,0, True.
 403-6877,70,176.5,85,30.01,119.2,93,10.13,227.7,90,10.25,8.7,5,2.35, no,0,1, False.
 350-2332,67,234.3,111,39.83,206.4,87,17.54,157.3,101,7.08,5.8,10,1.57, no,0,3, False.
 377-8126,50,147.3,75,25.04,244.8,74,20.81,216.9,101,9.76,13.2,3,3.56, yes,39,2, False.
 375-4450,42,171,129,29.07,183.9,96,15.63,130.2,90,5.86,4.6,6,1.24, no,0,0, False.
 379-5420,76,177.9,85,30.24,119.3,95,10.14,140.5,83,6.32,10.3,1,2.78, yes,40,2, False.
 405-6350,103,240.6,92,40.9,204.2,99,17.36,297,82,13.37,12.7,9,3.43, yes,34,5, False.
 363-2674,90,114.4,108,19.45,232.8,150,19.79,198.1,78,8.91,8.9,3,2.4, no,0,0, False.
 417-3093,66,113.9,112,19.36,271.8,106,23.1,216.7,95,9.75,15.6,3,4.21, no,0,2, False.
 403-8383,22,180,65,30.6,207,106,17.6,182.8,111,8.23,8.3,6,2.24, no,0,1, False.
 340-6397,67,177.4,102,30.16,215.2,123,18.29,132.4,120,5.96,6.6,4,1.78, no,0,4, True.
 416-8652,147,110.8,123,18.84,199.2,81,16.93,212.9,77,9.58,8.9,4,2.4, yes,35,2, False.
 349-8594,57,138.7,99,23.58,134.5,105,11.43,261.7,95,11.78,13,5,3.51, yes,26,2, False.
 335-4379,7,211.8,99,36.01,170.9,110,14.53,244.2,125,10.99,11.2,4,3.02, yes,33,2, False.
 400-8619,85,234.5,113,39.87,237.3,116,20.17,122.7,110,5.52,12.9,3,3.48, no,0,4, False.
 337-6212,92,240.2,86,40.83,107.6,79,9.15,156.6,121,7.05,7.5,4,2.03, no,0,1, False.
 386-5996,92,222.4,105,37.81,164,129,13.94,233.3,113,10.5,9.9,8,2.67, no,0,1, False.
 347-8258,116,280.4,95,47.67,174.4,101,14.82,190,65,8.55,9.9,1,2.67, yes,42,3, False.
 373-1160,133,113.3,137,19.26,160.2,103,13.62,228.8,98,10.3,10.1,7,2.73, no,0,2, False.
 380-4150,134,107,146,18.19,220,116,18.7,149.8,108,6.74,7.2,3,1.94, no,0,2, False.
 330-8787,19,184.5,131,31.37,201.3,87,17.11,188.9,114,8.5,13.1,10,3.54, no,0,1, False.
 369-6042,66,163.2,106,27.74,267.9,108,22.77,172.6,100,7.77,9.7,5,2.62, yes,31,1, False.
 372-3670,65,193.8,113,32.95,151.7,106,12.89,208.9,94,9.4,12.6,3,3.4, no,0,3, False.
 344-8759,104,185.1,91,31.47,227.3,115,19.32,198.5,79,8.93,12.7,10,3.43, no,0,2, False.
 380-9660,140,151.5,106,25.76,175.7,125,14.93,214.1,87,9.63,12.4,9,3.35,,0,3, False.
 338-1968,102,143.7,82,24.43,170.9,83,14.53,310.9,112,13.99,9.8,1,2.65, no,0,2, False.
 341-4332,101,169.5,117,28.82,212,111,18.02,204,120,9.18,9.7,1,2.62, no,0,0, True.
 400-6094,62,211.3,100,35.92,228.4,91,19.41,217.1,77,9.77,6.3,5,1.7, no,0,0, False.
 353-5289,115,184.1,67,31.3,159.4,104,13.55,193.3,121,8.7,13.3,3,3.59, yes,37,0, False.
 339-3672,111,154,122,26.18,207.3,123,17.62,186.2,105,8.38,10.8,8,2.92, yes,33,1, False.
 404-6427,119,209.4,125,35.6,286.3,91,24.34,208.6,73,9.39,8.1,4,2.19, no,0,2, False.
 377-6036,121,166.3,114,28.27,138.8,130,11.8,215.3,108,9.69,10.4,10,2.81, no,0,2, False.
 401-7439,108,108.6,128,18.46,325.2,97,27.64,173.6,67,7.81,9.3,6,2.51, no,0,0, False.
 347-4928,63,230.3,82,39.15,165.6,96,14.08,227.7,125,10.25,9,2,2.43, yes,25,1, False.
 368-4117,59,200.1,44,34.02,126,78,10.71,146.3,123,6.58,10.6,5,2.86, yes,46,1, False.
 393-4707,82,179.2,95,30.46,228.9,95,19.46,187.7,100,8.45,13.2,2,3.56, no,0,1, False.
 373-7804,126,261.6,83,44.47,192.9,133,16.4,246.9,50,11.11,7.3,3,1.97, no,0,4, False.
 417-4285,110,129.5,94,22.02,92.6,96,7.87,154.3,110,6.94,9.9,5,2.67, no,0,3, False.
 408-7909,85,164,111,27.88,229.4,108,19.5,220.7,105,9.93,9.3,2,2.51, no,0,1, False.
 399-5167,46,230.7,117,39.22,186.2,84,15.83,182.2,109,8.2,9.2,4,2.48, no,0,2, False.
 375-8931,44,207.2,90,35.22,178.6,76,15.18,182,74,8.19,0,0,0, no,0,0, False.
 418-2321,171,171.9,99,29.22,249.2,95,21.18,174.9,81,7.87,12.5,4,3.38, no,0,1, False.
 395-8865,88,181.7,88,30.89,237.4,106,20.18,209.1,111,9.41,9.5,5,2.57, yes,37,2, False.
 369-6323,169,240.7,119,40.92,141.1,102,11.99,120.6,56,5.43,7.7,2,2.08, no,0,2, False.
 361-1256,48,198.2,108,33.69,181,70,15.39,238.9,86,10.75,12.1,2,3.27, no,0,1, False.
 380-3141,65,96,95,16.32,117,82,9.95,172.9,114,7.78,6.7,3,1.81, no,0,3, False.
 367-8066,81,165.2,109,28.08,170.6,96,14.5,205,74,9.23,9.9,4,2.67, no,0,0, False.
 340-9715,53,171.5,75,29.16,224.5,111,19.08,187.4,84,8.43,9.7,6,2.62, no,0,1, False.
 388-7231,72,111.7,68,18.99,252.8,106,21.49,255.5,109,11.5,7.8,4,2.11, yes,27,1, False.
 413-1858,100,152.7,98,25.96,212.4,73,18.05,264.5,90,11.9,7.9,3,2.13, no,0,2, False.
 416-9219,82,194.7,105,33.1,210.9,100,17.93,236.9,143,10.66,11.6,3,3.13, no,0,3, False.
 341-2862,71,119.9,108,20.38,240.7,82,20.46,151.1,124,6.8,8.1,7,2.19, no,0,3, False.
 356-5066,103,222.9,129,37.89,205,87,17.43,141.3,99,6.36,9.9,2,2.67, no,0,1, False.
 375-8229,87,210.7,46,35.82,215.6,116,18.33,170.4,79,7.67,13.2,3,3.56, no,0,1, False.
 342-7953,116,254.6,107,43.28,249.4,89,21.2,229.6,77,10.33,9,18,2.43, no,0,2, True.
 397-8357,140,265,100,45.05,147.6,89,12.55,247.7,94,11.15,10.7,3,2.89, no,0,1, False.
 396-3138,93,172.3,135,29.29,318.7,95,27.09,131.5,104,5.92,11.5,4,3.11, no,0,3, False.
 366-8053,90,259.1,140,44.05,124,119,10.54,188.3,79,8.47,12.8,3,3.46, no,0,0, False.
 412-6048,130,211.4,91,35.94,191,62,16.24,207.3,109,9.33,11.6,3,3.13, no,0,1, False.
 390-1385,121,175.9,87,29.9,225.3,114,19.15,156.2,113,7.03,10.4,3,2.81, no,0,2, False.
 376-9305,47,135,108,22.95,176.3,111,14.99,144.6,96,6.51,10.5,1,2.84, no,0,1, True.
 356-3006,94,115.5,90,19.64,122.5,99,10.41,197.7,110,8.9,7,3,1.89, yes,39,0, False.
 354-7765,76,193,82,32.81,200.8,109,17.07,135.9,79,6.12,14.4,3,3.89, no,0,0, False.
 408-8444,69,167.4,105,28.46,121.5,142,10.33,209.3,83,9.42,16,2,4.32, no,0,1, False.
 349-3633,117,190.7,100,32.42,209.7,107,17.82,202.5,101,9.11,12.4,5,3.35, yes,35,1, False.
 331-5650,70,325.5,128,55.34,300.3,105,25.53,199.8,93,8.99,5.7,7,1.54, no,0,1, True.
 347-7259,130,139,98,23.63,120.2,116,10.22,160.4,113,7.22,14.5,2,3.92, no,0,3, False.
 372-8261,109,155.9,110,26.5,161.2,99,13.7,229.2,81,10.31,11.5,13,3.11, yes,40,0, False.
 390-2848,115,182.1,97,30.96,231.1,76,19.64,246.2,103,11.08,15,2,4.05, no,0,0, False.
 358-8220,114,139.8,152,23.77,215.9,76,18.35,96.9,111,4.36,7.9,10,2.13, no,0,2, False.
 406-5144,135,112.7,123,19.16,280,90,23.8,251.9,110,11.34,10.4,2,2.81, no,0,0, False.
 411-1626,79,173.2,98,29.44,149.5,123,12.71,245.7,91,11.06,11.5,7,3.11, yes,31,1, False.
 331-5631,123,225.6,102,38.35,225.8,56,19.19,186.7,128,8.4,6.7,2,1.81, no,0,1, False.
 333-4239,112,195.7,123,33.27,141.9,124,12.06,136.4,72,6.14,7.9,6,2.13, no,0,1, False.
 331-6403,57,214,100,36.38,209.9,80,17.84,105.1,112,4.73,11.3,1,3.05, no,0,0, False.
 374-8632,143,271.7,67,46.19,189.1,155,16.07,101.1,55,4.55,17.2,5,4.64, no,0,1, False.
 413-7537,107,257.7,98,43.81,156.5,84,13.3,104.4,123,4.7,9.8,3,2.65, no,0,1, False.
 385-1733,103,133.2,90,22.64,236.8,70,20.13,214.1,120,9.63,12.5,2,3.38, no,0,1, True.
 354-7711,157,248.7,113,42.28,251.8,79,21.4,262.7,46,11.82,7.5,3,2.03, no,0,5, True.
 390-4127,120,180.8,93,30.74,190.1,82,16.16,192.3,66,8.65,10.5,7,2.84, no,0,2, False.
 410-6815,81,229,80,38.93,221,113,18.79,291.4,91,13.11,12.4,5,3.35, yes,32,1, False.
 394-2576,136,276.3,94,46.97,226,125,19.21,221.4,87,9.96,7.2,1,1.94, no,0,1, True.
 395-2817,83,133.1,117,22.63,171.4,89,14.57,218.1,92,9.81,10.9,4,2.94, yes,37,3, False.
 377-9045,137,248.3,63,42.21,250.4,108,21.28,159.1,94,7.16,9.6,4,2.59, no,0,1, False.
 338-2813,93,230.4,95,39.17,155.5,89,13.22,179,90,8.06,10.4,9,2.81, yes,37,3, False.
 412-4971,103,185.8,118,31.59,86.8,84,7.38,208.4,115,9.38,10.7,9,2.89, no,0,1, False.
 364-9028,96,183.9,88,31.26,109.2,86,9.28,190.2,78,8.56,16.6,7,4.48, no,0,2, False.
 384-2907,77,132.9,86,22.59,168.1,121,14.29,196.3,102,8.83,7.8,3,2.11, no,0,0, False.
 366-5049,128,221,109,37.57,219,107,18.62,229.4,113,10.32,8.6,5,2.32, no,0,3, False.
 420-4140,116,179,81,30.43,200,116,17,168.6,74,7.59,15.8,7,4.27, no,0,1, False.
 381-5641,96,188.8,119,32.1,216.9,100,18.44,208.5,116,9.38,5.8,3,1.57, no,0,3, False.
 404-3055,60,135.6,101,23.05,94.9,73,8.07,154,118,6.93,9.8,3,2.65, yes,45,4, True.
 416-7924,105,172.5,103,29.33,113.6,102,9.66,261.6,104,11.77,10.8,4,2.92, yes,31,2, False.
 406-8380,123,132.6,100,22.54,198.8,102,16.9,168.9,105,7.6,0,0,0, no,0,1, False.
 367-5128,84,127.7,81,,188.4,84,16.01,260,125,11.7,4.7,6,1.27, no,0,1, False.
 330-9351,107,156.3,75,26.57,215.3,93,18.3,118.2,115,5.32,8.8,2,2.38, no,0,1, False.
 358-7985,86,234.6,102,39.88,268.3,109,22.81,195.6,102,8.8,11.6,4,3.13, no,0,1, True.
 378-8317,115,202.1,95,34.36,231.6,89,19.69,214.6,165,9.66,13.1,7,3.54, no,0,1, False.
 331-6243,128,272.2,112,46.27,239.9,111,20.39,257.3,124,11.58,11.6,2,3.13, yes,40,1, False.
 379-7476,97,245.2,109,41.68,165.5,152,14.07,159.2,96,7.16,9.1,8,2.46, no,0,1, False.
 378-1408,90,207.6,82,35.29,193.3,105,16.43,149.7,68,6.74,11.2,6,3.02, no,0,1, False.
 349-6158,22,222.9,97,37.89,172.6,91,14.67,187.6,99,8.44,10.1,3,2.73, no,0,1, False.
 398-8927,121,273.8,96,46.55,263.1,106,22.36,201.5,83,9.07,10.8,3,2.92, no,0,1, True.
 377-9636,169,192.8,98,32.78,273.2,125,23.22,266.3,102,11.98,11.4,6,3.08, no,0,2, False.
 355-3062,83,268.7,81,45.68,145.5,100,12.37,185.6,86,8.35,9.4,6,2.54, no,0,0, False.
 407-8683,87,178.8,91,30.4,246.8,106,20.98,262.4,119,11.81,9,8,2.43, yes,48,1, False.
 405-7948,126,197.3,82,33.54,167.6,51,14.25,222,89,9.99,7.4,3,2, yes,24,1, False.
 396-2646,61,233.9,97,39.76,175.6,133,14.93,177,83,7.97,9.5,4,2.57, yes,36,1, False.
 398-4699,90,207.1,87,35.21,208.5,87,17.72,146,95,6.57,4.4,5,1.19, no,0,2, False.
 387-9043,131,136.8,84,23.26,179.4,81,15.25,235.2,151,10.58,5,3,1.35, no,0,2, False.
 403-3235,89,159.4,126,27.1,207,108,17.6,141.6,121,6.37,11.1,4,3,,0,1, False.
 409-2788,71,112.1,122,19.06,157.9,86,13.42,271.6,104,12.22,11.1,5,3, no,0,0, False.
 359-1645,166,238.6,117,40.56,242.8,73,20.64,203.3,130,9.15,10,8,2.7, no,0,4, False.
 405-1184,146,163.5,85,27.8,224.8,149,19.11,253.1,116,11.39,9.8,4,2.65, no,0,1, False.
 399-4204,90,127.2,94,21.62,221.1,108,18.79,110.7,106,4.98,11.2,3,3.02, no,0,2, False.
 401-3749,59,145.8,95,24.79,228.3,81,19.41,247.5,87,11.14,9.6,5,2.59, no,0,0, False.
 373-1739,25,250.1,108,42.52,221.9,97,18.86,208.5,84,9.38,11.1,3,3, no,0,2, False.
 337-1944,124,234.2,110,39.81,199,121,16.92,246.4,135,11.09,7.1,4,1.92, no,0,0, False.
 337-3453,105,101.5,83,17.26,193.8,83,16.47,214.3,113,9.64,11.7,4,3.16, no,0,3, False.
 381-7815,143,119.6,133,20.33,247,136,21,227.3,54,10.23,13,3,3.51, yes,26,1, False.
 400-8640,162,221.9,66,37.72,112.7,109,9.58,176.5,141,7.94,10.7,6,2.89, no,0,1, False.
 414-1854,56,158.2,85,26.89,197.9,91,16.82,159.9,133,7.2,7.7,7,2.08, no,0,1, False.
 404-2850,105,193.2,139,32.84,260.3,104,22.13,226.4,133,10.19,7.8,2,2.11, no,0,1, False.
 411-2117,73,217.7,108,37.01,245.7,106,20.88,242.9,100,10.93,8.8,6,2.38, yes,33,1, False.
 374-1411,54,199.8,94,33.97,308,112,26.18,162.6,99,7.32,10.1,4,2.73, no,0,0, False.
 410-4156,98,171.9,77,29.22,235.3,90,20,140.3,125,6.31,14.6,4,3.94, no,0,2, False.
 388-6108,100,67.7,67,11.51,147.1,116,12.5,288.3,103,12.97,12.3,2,3.32, yes,31,6, True.
 354-3963,107,228.2,90,38.79,214.2,123,18.21,183.1,79,8.24,10.5,4,2.84, no,0,4, False.
 413-2121,167,191.5,93,32.56,163.8,76,13.92,189.1,103,8.51,14.1,9,3.81, no,0,1, False.
 340-3837,49,171.5,86,29.16,188.8,85,16.05,155.1,82,6.98,8.5,2,2.3, no,0,2, False.
 351-3590,34,151.1,92,25.69,211.7,86,17.99,205.8,72,9.26,9.8,4,2.65, no,0,0, False.
 387-2956,109,134.3,99,22.83,203.9,103,17.33,297.7,91,13.4,7.6,2,2.05, no,0,3, False.
 347-5734,109,117.8,64,20.03,216.2,84,18.38,148.4,59,6.68,10.9,5,2.94, no,0,1, False.
 352-8833,39,181.2,71,30.8,344.9,108,29.32,213.6,145,9.61,12.1,2,3.27, no,0,3, False.
 373-2483,90,152.3,91,25.89,165,120,14.03,294.3,73,13.24,9,3,2.43, no,0,2, False.
 363-1871,114,204.4,91,34.75,239.6,136,20.37,235,64,10.58,11.5,3,3.11, no,0,2, False.
 369-4991,113,283.9,98,48.26,137.1,91,11.65,159,110,7.15,11.3,5,3.05, no,0,2, False.
 365-5778,19,142.7,94,24.26,129.9,60,11.04,165.3,65,7.44,10,4,2.7, yes,29,0, False.
 419-2228,94,145.4,92,24.72,172.8,103,14.69,183.9,43,8.28,9.3,3,2.51, no,0,2, False.
 342-6200,69,211.7,94,35.99,236.1,124,20.07,252.7,90,11.37,7.2,2,1.94, no,0,4, False.
 398-9791,90,192.6,129,32.74,191.6,100,16.29,203.1,105,9.14,11.4,2,3.08, no,0,3, False.
 377-8635,48,52,60,8.84,132,79,11.22,185.8,85,8.36,12.3,2,3.32, no,0,2, False.
 354-1754,122,237.7,94,40.41,154.7,91,13.15,223.1,98,10.04,9.5,3,2.57, yes,30,1, False.
 387-5133,123,203.6,108,34.61,156.9,112,13.34,236.2,114,10.63,12,5,3.24, yes,31,1, False.
 367-2480,81,192.4,79,32.71,212.7,106,18.08,244.8,83,11.02,8.3,5,2.24, no,0,1, False.
 413-6203,43,212.5,88,36.13,274.1,145,23.3,194.6,52,8.76,8.6,6,2.32, no,0,0, False.
 337-3699,25,114.4,114,19.45,201.1,97,17.09,238.4,121,10.73,11.6,4,3.13, no,0,3, False.
 391-6449,170,222.8,82,37.88,148.2,105,12.6,231.1,75,10.4,13.3,5,3.59, no,0,1, False.
 335-2410,129,207.7,75,35.31,191.3,116,16.26,226.7,98,10.2,11.6,6,3.13, no,0,2, False.
 364-4535,82,249.4,117,42.4,195.8,100,16.64,162.2,94,7.3,12.3,2,3.32, yes,23,1, False.
 375-8260,132,157.9,84,26.84,163.9,109,13.93,215.4,87,9.69,11.5,3,3.11, yes,33,3, False.
 389-2130,42,137.9,160,23.44,234.9,107,19.97,166.6,70,7.5,14.3,3,3.86, no,0,5, True.
 421-6168,8,176,97,29.92,234.2,136,19.91,193.5,134,8.71,8.5,5,2.3, no,0,1, False.
 401-1455,145,158.8,120,27,352.1,145,29.93,177.6,140,7.99,6.2,6,1.67, no,0,2, False.
 358-4997,131,234,117,39.78,209.4,143,17.8,258.8,105,11.65,9.8,3,2.65, no,0,1, False.
 417-1397,105,132.3,105,22.49,144.5,89,12.28,195.5,127,8.8,5.4,3,1.46, no,0,0, False.
 383-6332,90,276.6,76,47.02,138.3,90,11.76,279.6,88,12.58,6.8,3,1.84, yes,32,3, False.
 338-5344,124,108.2,92,18.39,214.3,83,18.22,185.5,155,8.35,13.2,11,3.56, no,0,4, True.
 333-6486,82,156,94,26.52,295.6,118,25.13,196.9,84,8.86,14.3,3,3.86, no,0,0, False.
 371-6274,76,208.5,124,35.45,173,117,14.71,221.1,95,9.95,9.8,3,2.65, no,0,0, False.
 381-9931,98,243.4,88,41.38,147.1,155,12.5,156.4,80,7.04,9.7,4,2.62, no,0,2, False.
 387-2084,80,275.4,89,46.82,186.7,66,15.87,201.3,87,9.06,9.4,2,2.54, no,0,0, True.
 383-7095,57,198.1,89,33.68,214.2,105,18.21,109.5,106,4.93,7,3,1.89, no,0,1, False.
 368-4510,137,109.8,112,18.67,223.5,88,19,247.5,96,11.14,17.8,2,4.81, no,0,1, False.
 350-8219,87,120.5,99,20.49,210,81,17.85,224.7,141,10.11,8.6,2,2.32, no,0,2, False.
 350-7785,131,256.6,96,43.62,225.2,113,19.14,190.2,91,8.56,11.1,3,3, no,0,1, True.
 347-1864,158,200,98,34,205.4,106,17.46,323.7,96,14.57,8.9,2,2.4, no,0,0, True.
 345-3199,116,85.8,88,14.59,115.8,112,9.84,195.9,91,8.82,11,2,2.97, no,0,1, False.
 374-2374,136,174,96,29.58,217.2,126,18.46,220.3,97,9.91,11.4,3,3.08, yes,19,1, False.
 351-1816,149,221.4,95,37.64,198.7,63,16.89,106.2,70,4.78,10,3,2.7, no,0,1, False.
 416-3576,108,133.1,52,22.63,256.3,103,21.79,247.2,118,11.12,11.9,3,3.21, no,0,3, False.
 378-6684,25,195.2,77,33.18,193.4,81,16.44,231.8,59,10.43,12.2,4,3.29, no,0,2, False.
